Kabupaten/Kota;Tempat Usaha;Nilai Penjualan;Status Badan Usaha;Kategori KBLI;;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp7.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp750.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Campuran;Rp3.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp2.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;J. Informasi Dan Komunikasi;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp1.500.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp137.500.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp75.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp3.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp1.700.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Campuran;Rp2.500.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp15.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Lumajang;Bangunan Campuran;Rp1.700.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Campuran;Rp1.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Khusus Usaha;Rp1.250.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Lumajang;Bangunan Campuran;Rp4.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp5.640.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp4.886.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Campuran;Rp17.250.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Campuran;Rp4.500.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Campuran;Rp1.346.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;J. Informasi Dan Komunikasi;;;;
Kabupaten Madiun;Bangunan Campuran;Rp2.324.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp1.772.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Campuran;Rp865.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp3.222.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp3.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp550.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp1.750.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Campuran;Rp2.190.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Campuran;Rp1.238.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Campuran;Rp3.100.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Campuran;Rp604.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Campuran;Rp950.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Madiun;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Madiun;Kaki Lima;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Madiun;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Madiun;Kaki Lima;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Situbondo;Kaki Lima;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp30.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp6.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp12.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp15.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp12.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp25.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp20.000.000;Perorangan;D. Pengadaan Listrik, Gas, Uap/Air Panas, Dan Udara Dingin;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp7.500.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Khusus Usaha;Rp10.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp3.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp12.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp15.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp15.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Khusus Usaha;Rp30.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp15.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp7.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp3.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Khusus Usaha;Rp30.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Kaki Lima;Rp3.650.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp10.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Situbondo;Bangunan Khusus Usaha;Rp0;Perorangan;J. Informasi Dan Komunikasi;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
Kabupaten Situbondo;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Situbondo;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Situbondo;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp22.140.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Pacitan;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp1.050.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Pacitan;Bangunan Campuran;Rp64.800.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Pacitan;Bangunan Campuran;Rp0;Perorangan;F. Konstruksi;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp1.190.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Pacitan;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp1.900.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Pacitan;Bangunan Campuran;Rp17.912.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Pacitan;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp19.056.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Pacitan;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Pacitan;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Pacitan;Bangunan Khusus Usaha;Rp40.600.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Pacitan;Bangunan Khusus Usaha;Rp90.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Khusus Usaha;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Khusus Usaha;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Khusus Usaha;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Khusus Usaha;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Khusus Usaha;Rp300.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp100.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Khusus Usaha;Rp1.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Campuran;Rp1.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Jember;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Jember;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Kaki Lima;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Jember;Keliling;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
Kabupaten Jember;Keliling;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;J. Informasi Dan Komunikasi;;;;
Kabupaten Jember;Bangunan Campuran;Rp0;Perorangan;J. Informasi Dan Komunikasi;;;;
